,Open,High,Low,Close,Adj Close,Volume,marketCycle
2024-04-04 09:30:00-04:00,90.40599822998047,90.63398742675781,89.32099914550781,89.80799865722656,89.80799865722656,10286634.0,
2024-04-04 10:30:00-04:00,89.8219985961914,89.95349884033203,89.30599975585938,89.46599578857422,89.46599578857422,4041663.0,
2024-04-04 11:30:00-04:00,89.46599578857422,89.71800231933594,89.21299743652344,89.65950012207031,89.65950012207031,3424944.0,
2024-04-04 12:30:00-04:00,89.65800476074219,89.72899627685547,89.44999694824219,89.46649932861328,89.46649932861328,1928585.0,
2024-04-04 13:30:00-04:00,89.48100280761719,89.5999984741211,88.0999984741211,88.16999816894531,88.16999816894531,4980878.0,
2024-04-04 14:30:00-04:00,88.16555786132812,88.18099975585938,86.44999694824219,86.46599578857422,86.46599578857422,9283874.0,
2024-04-04 15:30:00-04:00,86.46599578857422,86.79698944091797,85.87999725341797,85.9020004272461,85.9020004272461,6173316.0,
2024-04-05 09:30:00-04:00,86.7030029296875,87.67100524902344,85.9260025024414,86.7770004272461,86.7770004272461,12669302.0,
2024-04-05 10:30:00-04:00,86.77799987792969,87.86198425292969,86.66200256347656,87.50999450683594,87.50999450683594,5815035.0,
2024-04-05 11:30:00-04:00,87.51469421386719,88.48100280761719,87.44599914550781,88.04899597167969,88.04899597167969,5532455.0,
2024-04-05 12:30:00-04:00,88.05900573730469,88.41500091552734,87.93501281738281,88.15900421142578,88.15900421142578,3319922.0,
2024-04-05 13:30:00-04:00,88.16450500488281,88.31900024414062,87.31099700927734,87.68949890136719,87.68949890136719,4318479.0,
2024-04-05 14:30:00-04:00,87.70100402832031,88.03099060058594,87.54000854492188,87.73249816894531,87.73249816894531,3186909.0,
2024-04-05 15:30:00-04:00,87.73124694824219,88.1969985961914,87.625,87.97999572753906,87.97999572753906,3287389.0,
2024-04-08 09:30:00-04:00,88.69599914550781,88.81999969482422,86.81099700927734,87.80000305175781,87.80000305175781,9808849.0,
2024-04-08 10:30:00-04:00,87.8125,88.13298797607422,87.38400268554688,87.60700225830078,87.60700225830078,3889233.0,45.32582428219827
2024-04-08 11:30:00-04:00,87.58900451660156,87.7145004272461,86.73300170898438,86.99549865722656,86.99549865722656,3709516.0,37.54072172917482
2024-04-08 12:30:00-04:00,86.98400115966797,87.44000244140625,86.94499969482422,87.25900268554688,87.25900268554688,2502910.0,46.065434750266334
2024-04-08 13:30:00-04:00,87.24613952636719,87.29000091552734,86.88899993896484,87.2239990234375,87.2239990234375,2073294.0,45.35457307103219
2024-04-08 14:30:00-04:00,87.21987915039062,87.37199401855469,87.0260009765625,87.25749969482422,87.25749969482422,1898744.0,50.316765237970856
2024-04-08 15:30:00-04:00,87.25700378417969,87.47000122070312,86.98200225830078,87.18800354003906,87.18800354003906,2275585.0,42.943034733852684
2024-04-09 09:30:00-04:00,87.43000030517578,87.63499450683594,84.27999877929688,84.41700744628906,84.41700744628906,12851336.0,30.78303003772121
2024-04-09 10:30:00-04:00,84.45050048828125,84.47999572753906,83.0219955444336,83.97698974609375,83.97698974609375,13165537.0,22.627384417635522
2024-04-09 11:30:00-04:00,83.94400024414062,84.99800109863281,83.5,84.66099548339844,84.66099548339844,6782422.0,26.257654426222626
2024-04-09 12:30:00-04:00,84.66400146484375,84.97100067138672,84.36900329589844,84.62899780273438,84.62899780273438,3996878.0,27.106570480691524
2024-04-09 13:30:00-04:00,84.62043762207031,84.99600219726562,84.52899932861328,84.61299896240234,84.61299896240234,3527084.0,27.9833375374223
2024-04-09 14:30:00-04:00,84.61527252197266,84.97599792480469,84.125,84.9520034790039,84.9520034790039,4249604.0,35.50136250043128
2024-04-09 15:30:00-04:00,84.94000244140625,85.37999725341797,84.66699981689453,85.36399841308594,85.36399841308594,4124070.0,46.25870105384537
2024-04-10 09:30:00-04:00,83.9020004272461,87.19999694824219,83.70899963378906,86.56199645996094,86.56199645996094,16804948.0,61.37671744328984
2024-04-10 10:30:00-04:00,86.57849884033203,87.4000015258789,86.25,86.96900177001953,86.96900177001953,7184004.0,72.93081745219247
2024-04-10 11:30:00-04:00,86.9729995727539,86.98899841308594,86.4000015258789,86.53300476074219,86.53300476074219,3206540.0,74.39999834756358
2024-04-10 12:30:00-04:00,86.56500244140625,87.0418701171875,86.32099914550781,86.82499694824219,86.82499694824219,3823066.0,76.45902040060123
2024-04-10 13:30:00-04:00,86.82450103759766,87.0,86.32587432861328,86.64948272705078,86.64948272705078,3522439.0,70.40222096851053
2024-04-10 14:30:00-04:00,86.66799926757812,87.14799499511719,85.35399627685547,86.9072036743164,86.9072036743164,3624584.0,72.85215128453383
2024-04-10 15:30:00-04:00,86.927001953125,87.20700073242188,86.72087097167969,86.98400115966797,86.98400115966797,3197817.0,74.73553326851754
2024-04-11 09:30:00-04:00,87.4000015258789,88.49600219726562,86.9260025024414,88.04249572753906,88.04249572753906,11659307.0,81.59895029284591
2024-04-11 10:30:00-04:00,88.03900146484375,88.99600219726562,87.88301086425781,88.7380599975586,88.7380599975586,6635265.0,85.45818480637955
2024-04-11 11:30:00-04:00,88.71009826660156,89.31999206542969,88.5250015258789,89.19987487792969,89.19987487792969,4372921.0,90.98122477818285
2024-04-11 12:30:00-04:00,89.19999694824219,89.87000274658203,89.13300323486328,89.78700256347656,89.78700256347656,5062113.0,93.33818044209075
2024-04-11 13:30:00-04:00,89.802001953125,90.1969985961914,89.52000427246094,90.19020080566406,90.19020080566406,4584684.0,95.46615052318553
2024-04-11 14:30:00-04:00,90.1969985961914,90.239990234375,89.73799896240234,90.18099975585938,90.18099975585938,4258716.0,96.03983757153435
2024-04-11 15:30:00-04:00,90.16300201416016,90.7389907836914,90.10704803466797,90.61599731445312,90.61599731445312,4393722.0,96.90194653655752
2024-04-12 09:30:00-04:00,89.6989974975586,90.17498779296875,88.83200073242188,89.21638488769531,89.21638488769531,10690776.0,79.02732446398947
2024-04-12 10:30:00-04:00,89.19999694824219,89.38999938964844,88.29299926757812,89.25617980957031,89.25617980957031,6382270.0,70.56771039173995
2024-04-12 11:30:00-04:00,89.26699829101562,89.55000305175781,88.66899871826172,88.7249984741211,88.7249984741211,4626748.0,55.971778552213586
2024-04-12 12:30:00-04:00,88.73649597167969,88.99800109863281,88.4000015258789,88.56500244140625,88.56500244140625,3972086.0,46.635164638999484
2024-04-12 13:30:00-04:00,88.54899597167969,88.75399780273438,88.18099975585938,88.30598449707031,88.30598449707031,3725508.0,33.78697979029255
2024-04-12 14:30:00-04:00,88.29650115966797,88.30172729492188,87.52999877929688,87.9621810913086,87.9621810913086,5652576.0,25.957452408186803
2024-04-12 15:30:00-04:00,87.95750427246094,88.47000122070312,87.94467163085938,88.22999572753906,88.22999572753906,4243479.0,22.392197253909025
2024-04-15 09:30:00-04:00,89.12849426269531,90.61299896240234,88.22999572753906,89.93444061279297,89.93444061279297,13465397.0,44.632874936576336
2024-04-15 10:30:00-04:00,89.93400573730469,90.12199401855469,88.30400085449219,88.68000030517578,88.68000030517578,5705203.0,35.43140581812825
2024-04-15 11:30:00-04:00,88.68699645996094,89.19564819335938,88.30500030517578,88.30626678466797,88.30626678466797,3773827.0,34.10077620605088
2024-04-15 12:30:00-04:00,88.30500030517578,88.35115814208984,86.77999877929688,86.85700225830078,86.85700225830078,5231174.0,25.894020499525823
2024-04-15 13:30:00-04:00,86.8844985961914,87.07188415527344,86.3330078125,86.81400299072266,86.81400299072266,5208986.0,20.1487714903178
2024-04-15 14:30:00-04:00,86.78599548339844,87.27899169921875,86.01399993896484,86.02580261230469,86.02580261230469,4653509.0,12.788126107031418
2024-04-15 15:30:00-04:00,86.03400421142578,86.68589782714844,85.92900848388672,86.0009994506836,86.0009994506836,3931664.0,10.190266631218917
2024-04-16 09:30:00-04:00,86.49000549316406,87.9000015258789,86.06800842285156,87.08200073242188,87.08200073242188,11953371.0,22.62846442922348
2024-04-16 10:30:00-04:00,87.05979919433594,87.55000305175781,86.61199951171875,87.43350982666016,87.43350982666016,5269247.0,31.892465553511634
2024-04-16 11:30:00-04:00,87.43299865722656,87.46500396728516,86.71299743652344,86.9990005493164,86.9990005493164,3206382.0,32.06940929730665
2024-04-16 12:30:00-04:00,86.98799896240234,87.77799987792969,86.90599822998047,87.46492004394531,87.46492004394531,3425265.0,42.15169838353994
2024-04-16 13:30:00-04:00,87.44801330566406,88.11399841308594,86.8010025024414,87.33250427246094,87.33250427246094,5109524.0,47.038896950831095
2024-04-16 14:30:00-04:00,87.31500244140625,88.08799743652344,87.31500244140625,87.83850860595703,87.83850860595703,3758915.0,54.28957958339538
2024-04-16 15:30:00-04:00,87.85050201416016,87.87998962402344,87.38001251220703,87.41389465332031,87.41389465332031,2586753.0,48.68546146830079
2024-04-17 09:30:00-04:00,88.30000305175781,88.7750015258789,86.03199768066406,86.69200134277344,86.69200134277344,12291620.0,45.66324834547892
2024-04-17 10:30:00-04:00,86.66700744628906,86.83900451660156,85.55500793457031,86.1760025024414,86.1760025024414,6471729.0,33.31986798281226
2024-04-17 11:30:00-04:00,86.1969985961914,86.21299743652344,84.75999450683594,85.13800048828125,85.13800048828125,6236433.0,22.863984034458603
2024-04-17 12:30:00-04:00,85.13792419433594,85.39299774169922,84.33499908447266,85.03300476074219,85.03300476074219,6449583.0,13.74172744562144
2024-04-17 13:30:00-04:00,85.052001953125,85.47999572753906,84.93400573730469,85.20700073242188,85.20700073242188,4174293.0,16.96959674728127
2024-04-17 14:30:00-04:00,85.20500183105469,85.78400421142578,84.06800842285156,84.10050201416016,84.10050201416016,6893615.0,13.294837118777135
2024-04-17 15:30:00-04:00,84.11100006103516,84.62113189697266,83.94999694824219,84.04499816894531,84.04499816894531,4846461.0,12.408952144007397
2024-04-18 09:30:00-04:00,84.97700500488281,85.0999984741211,82.4020004272461,84.58888244628906,84.58888244628906,14959178.0,21.743255500619522
2024-04-18 10:30:00-04:00,84.61715698242188,85.79199981689453,84.60499572753906,85.47100067138672,85.47100067138672,6669444.0,37.453147816192924
2024-04-18 11:30:00-04:00,85.49000549316406,86.18998718261719,85.36901092529297,86.02610778808594,86.02610778808594,4698641.0,47.25976776490883
2024-04-18 12:30:00-04:00,86.02525329589844,86.0623779296875,84.0999984741211,84.6520004272461,84.6520004272461,5967598.0,40.44572485272901
2024-04-18 13:30:00-04:00,84.66899871826172,84.87699890136719,84.2229995727539,84.65499877929688,84.65499877929688,4181825.0,40.38512245102004
2024-04-18 14:30:00-04:00,84.61599731445312,84.93299865722656,84.31500244140625,84.6780014038086,84.6780014038086,3550707.0,39.053203246761065
2024-04-18 15:30:00-04:00,84.68000030517578,85.16600036621094,84.43900299072266,84.65800476074219,84.65800476074219,2948517.0,37.39898634108208
2024-04-19 09:30:00-04:00,83.1500015258789,84.3239974975586,81.5145034790039,81.93049621582031,81.93049621582031,15037144.0,23.83613655091679
2024-04-19 10:30:00-04:00,81.92449951171875,82.66999816894531,81.28099822998047,81.86849975585938,81.86849975585938,8920753.0,20.603777136222337
2024-04-19 11:30:00-04:00,81.87800598144531,82.26350402832031,80.20800018310547,80.2249984741211,80.2249984741211,9133739.0,16.358775507710174
2024-04-19 12:30:00-04:00,80.21699523925781,81.40900421142578,80.21400451660156,80.36399841308594,80.36399841308594,7164574.0,12.481995836238326
2024-04-19 13:30:00-04:00,80.35440063476562,80.63999938964844,78.12300109863281,78.18800354003906,78.18800354003906,13162918.0,8.011255319148452
2024-04-19 14:30:00-04:00,78.13700103759766,78.64600372314453,76.2229995727539,76.94400024414062,76.94400024414062,17355551.0,6.7870988543776765
2024-04-19 15:30:00-04:00,76.95899963378906,77.11799621582031,75.60600280761719,76.21500396728516,76.21500396728516,12405866.0,5.393615631517507
2024-04-22 09:30:00-04:00,78.11100006103516,79.6259994506836,76.4000015258789,77.14099884033203,77.14099884033203,21154394.0,13.40697895357437
2024-04-22 10:30:00-04:00,77.13300323486328,78.24800109863281,76.19999694824219,77.87800598144531,77.87800598144531,8235510.0,21.41014416017328
2024-04-22 11:30:00-04:00,77.85099792480469,78.9000015258789,77.73799896240234,78.48400115966797,78.48400115966797,6387836.0,32.92018228999071
2024-04-22 12:30:00-04:00,78.5,79.5,78.15699768066406,79.47100067138672,79.47100067138672,4908690.0,45.945324548555625
2024-04-22 13:30:00-04:00,79.46699523925781,80.06999969482422,79.08000946044922,79.63800048828125,79.63800048828125,6280711.0,56.41297504793039
2024-04-22 14:30:00-04:00,79.64350128173828,80.03199768066406,79.12699890136719,79.46199798583984,79.46199798583984,5796357.0,56.07632965576738
2024-04-22 15:30:00-04:00,79.47450256347656,79.65499877929688,78.87300109863281,79.50999450683594,79.50999450683594,4398981.0,60.26800966207803
2024-04-23 09:30:00-04:00,80.79499816894531,82.4469985961914,80.26399993896484,82.38870239257812,82.38870239257812,14302588.0,76.188369399844
2024-04-23 10:30:00-04:00,82.3969955444336,82.75700378417969,81.83000946044922,82.43900299072266,82.43900299072266,8320513.0,80.79955040444142
2024-04-23 11:30:00-04:00,82.41899871826172,82.69499969482422,81.91699981689453,82.1520004272461,82.1520004272461,3995282.0,76.77322943220665
2024-04-23 12:30:00-04:00,82.1718521118164,82.22899627685547,81.46099853515625,81.8759994506836,81.8759994506836,4082518.0,72.46212202805899
2024-04-23 13:30:00-04:00,81.88130187988281,82.69898986816406,81.76936340332031,82.5780029296875,82.5780029296875,3969161.0,76.53647251588009
2024-04-23 14:30:00-04:00,82.58300018310547,82.6760025024414,82.04500579833984,82.6259994506836,82.6259994506836,3655758.0,76.44660131228304
2024-04-23 15:30:00-04:00,82.62550354003906,82.76893615722656,82.15277862548828,82.47689819335938,82.47689819335938,2945559.0,70.87502910616205
2024-04-24 09:30:00-04:00,83.9780044555664,84.08200073242188,82.21299743652344,82.97999572753906,82.97999572753906,12066327.0,76.23820099254797
2024-04-24 10:30:00-04:00,82.97933959960938,83.447998046875,81.64000701904297,81.9780044555664,81.9780044555664,6451448.0,68.72547768503267
2024-04-24 11:30:00-04:00,81.96949768066406,82.20698547363281,80.44876098632812,80.7094955444336,80.7094955444336,6919355.0,49.19870165636267
2024-04-24 12:30:00-04:00,80.71900177001953,81.62498474121094,80.06599426269531,81.47395324707031,81.47395324707031,5642180.0,48.37294675594403
2024-04-24 13:30:00-04:00,81.46500396728516,81.88600158691406,80.00800323486328,80.03254699707031,80.03254699707031,5318998.0,34.04894554431952
2024-04-24 14:30:00-04:00,80.04151153564453,80.24400329589844,79.18299865722656,79.85600280761719,79.85600280761719,7265097.0,24.943920233606086
2024-04-24 15:30:00-04:00,79.83781433105469,80.03099060058594,79.3499984741211,79.69999694824219,79.69999694824219,4248804.0,16.65454632400701
2024-04-25 09:30:00-04:00,78.86801147460938,82.41500091552734,78.2229995727539,81.99699401855469,81.99699401855469,15117301.0,40.98367333225137
2024-04-25 10:30:00-04:00,82.0219955444336,82.13809967041016,81.15499877929688,81.6538314819336,81.6538314819336,5122840.0,43.52336383840735
2024-04-25 11:30:00-04:00,81.65194702148438,82.14299774169922,81.04000091552734,82.06700134277344,82.06700134277344,3921732.0,56.939997236311555
2024-04-25 12:30:00-04:00,82.06800079345703,82.65999603271484,81.69999694824219,82.44450378417969,82.44450378417969,3876508.0,67.13164706544745
2024-04-25 13:30:00-04:00,82.44099426269531,83.19999694824219,82.43099975585938,82.56800079345703,82.56800079345703,4338588.0,77.46867679788343
2024-04-25 14:30:00-04:00,82.54600524902344,83.32299041748047,82.31999969482422,82.9384994506836,82.9384994506836,4019430.0,84.63602419455529
2024-04-25 15:30:00-04:00,82.95999908447266,82.98452758789062,82.38600158691406,82.60099792480469,82.60099792480469,2649432.0,80.60447866770578
2024-04-26 09:30:00-04:00,83.89900207519531,86.97999572753906,83.38700103759766,86.21699523925781,86.21699523925781,16754833.0,87.2731778155862
2024-04-26 10:30:00-04:00,86.21599578857422,87.41409301757812,86.11601257324219,86.99864196777344,86.99864196777344,8388977.0,88.25720723552519
2024-04-26 11:30:00-04:00,86.9990005493164,87.16200256347656,86.22599792480469,87.01530456542969,87.01530456542969,5324011.0,89.09078612055903
2024-04-26 12:30:00-04:00,87.00199890136719,88.3309326171875,86.87000274658203,88.1476821899414,88.1476821899414,6376014.0,88.89372948354553
2024-04-26 13:30:00-04:00,88.15399932861328,88.17500305175781,87.01200103759766,87.5739974975586,87.5739974975586,5931426.0,86.12137486642068
2024-04-26 14:30:00-04:00,87.58586120605469,87.84852600097656,86.88600158691406,87.80699920654297,87.80699920654297,5350161.0,82.24894869153175
2024-04-26 15:30:00-04:00,87.81599426269531,87.85700225830078,87.2280044555664,87.69000244140625,87.69000244140625,4237289.0,75.2060940430737
2024-04-29 09:30:00-04:00,87.59500122070312,87.7979965209961,85.35700225830078,87.35466003417969,87.35466003417969,14474578.0,66.75106689213123
2024-04-29 10:30:00-04:00,87.3499984741211,87.6510009765625,86.53804779052734,86.9990005493164,86.9990005493164,5837288.0,56.31544633343367
2024-04-29 11:30:00-04:00,86.9813461303711,87.18000030517578,86.4520034790039,87.10786437988281,87.10786437988281,3286033.0,53.135872516107554
2024-04-29 12:30:00-04:00,87.11998748779297,87.9520034790039,86.87999725341797,87.90449523925781,87.90449523925781,3226060.0,58.983949241899765
2024-04-29 13:30:00-04:00,87.90449523925781,87.99199676513672,87.2020034790039,87.5875015258789,87.5875015258789,3276434.0,57.62366242724909
2024-04-29 14:30:00-04:00,87.58149719238281,87.58149719238281,86.5250015258789,87.08698272705078,87.08698272705078,3451280.0,54.7374863050097
2024-04-29 15:30:00-04:00,87.11000061035156,87.95796203613281,87.08000183105469,87.74699401855469,87.74699401855469,2870984.0,58.20733089481149
2024-04-30 09:30:00-04:00,87.14199829101562,88.81300354003906,87.0727767944336,87.489501953125,87.489501953125,10654101.0,49.118264541729744
2024-04-30 10:30:00-04:00,87.44999694824219,88.18998718261719,87.00999450683594,87.49600219726562,87.49600219726562,4999835.0,42.87387072856124
2024-04-30 11:30:00-04:00,87.50999450683594,87.5469970703125,86.70002746582031,87.3499984741211,87.3499984741211,3728916.0,35.933910161645066
2024-04-30 12:30:00-04:00,87.36750030517578,87.36750030517578,86.30000305175781,86.61199951171875,86.61199951171875,3497432.0,24.992127999821598
2024-04-30 13:30:00-04:00,86.5999984741211,87.15399932861328,86.46299743652344,86.70700073242188,86.70700073242188,2632093.0,19.977140746290832
2024-04-30 14:30:00-04:00,86.70100402832031,87.18000030517578,86.65999603271484,87.03675079345703,87.03675079345703,2973648.0,27.67530703597573
2024-04-30 15:30:00-04:00,87.0234603881836,87.38899993896484,86.33499908447266,86.37000274658203,86.37000274658203,3194492.0,19.78769132440066
2024-05-01 09:30:00-04:00,85.05000305175781,85.54899597167969,83.00800323486328,83.75199890136719,83.75199890136719,11638731.0,16.47407062090712
2024-05-01 10:30:00-04:00,83.79199981689453,84.41334533691406,82.27999877929688,82.71049499511719,82.71049499511719,7344460.0,12.764757458183096
2024-05-01 11:30:00-04:00,82.69499969482422,83.09000396728516,81.25456237792969,82.25399780273438,82.25399780273438,7355081.0,11.787103529040456
2024-05-01 12:30:00-04:00,82.28700256347656,82.35399627685547,81.41999816894531,82.09899139404297,82.09899139404297,4155228.0,6.639237549402699
2024-05-01 13:30:00-04:00,82.0999984741211,83.78900146484375,81.96701049804688,83.75,83.75,6443657.0,21.46759792671777
2024-05-01 14:30:00-04:00,83.73500061035156,85.9990005493164,82.68000030517578,85.03599548339844,85.03599548339844,11032145.0,36.618358762506546
2024-05-01 15:30:00-04:00,85.02799987792969,85.02799987792969,83.0,83.0979995727539,83.0979995727539,5296868.0,31.278518076095025
2024-05-02 09:30:00-04:00,84.47999572753906,85.65599822998047,83.19999694824219,84.25050354003906,84.25050354003906,12477964.0,41.650994456768174
2024-05-02 10:30:00-04:00,84.24658966064453,85.18000030517578,83.81999969482422,84.63400268554688,84.63400268554688,5044262.0,50.29725654817381
2024-05-02 11:30:00-04:00,84.65599822998047,85.16500091552734,84.46400451660156,84.72000122070312,84.72000122070312,3328691.0,56.227842293513916
2024-05-02 12:30:00-04:00,84.71578979492188,85.5,84.2249984741211,85.48600006103516,85.48600006103516,3191249.0,63.54999238684877
2024-05-02 13:30:00-04:00,85.5,85.76898956298828,85.16300201416016,85.28900146484375,85.28900146484375,3587337.0,68.53237296811642
2024-05-02 14:30:00-04:00,85.29823303222656,86.23600006103516,85.25999450683594,86.0155029296875,86.0155029296875,4058031.0,80.23705114271088
2024-05-02 15:30:00-04:00,86.01499938964844,86.15853881835938,85.63301086425781,85.81599426269531,85.81599426269531,2925267.0,81.5146400560553
2024-05-03 09:30:00-04:00,87.78900146484375,88.94746398925781,87.04000854492188,87.86199951171875,87.86199951171875,13341628.0,87.3036658277652
